Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-02 00:00:00+05:30,2730.0,2748.0,2700.60009765625,2722.14990234375,5348595,0.0,0.0
2022-12-05 00:00:00+05:30,2712.0,2716.75,2678.0,2682.449951171875,6843367,0.0,0.0
2022-12-06 00:00:00+05:30,2665.10009765625,2697.0,2661.0,2690.199951171875,3966243,0.0,0.0
2022-12-07 00:00:00+05:30,2685.0,2695.0,2642.14990234375,2650.5,3905263,0.0,0.0
2022-12-08 00:00:00+05:30,2660.0,2665.0,2640.10009765625,2649.25,3579858,0.0,0.0
2022-12-09 00:00:00+05:30,2646.0,2660.0,2601.85009765625,2609.10009765625,5840633,0.0,0.0
2022-12-12 00:00:00+05:30,2585.5,2623.0,2585.0,2613.10009765625,4374946,0.0,0.0
2022-12-13 00:00:00+05:30,2613.10009765625,2633.0,2606.699951171875,2625.0,3845839,0.0,0.0
2022-12-14 00:00:00+05:30,2637.64990234375,2638.949951171875,2611.0,2615.5,3354618,0.0,0.0
2022-12-15 00:00:00+05:30,2602.5,2615.0,2571.0,2578.35009765625,4009765,0.0,0.0
2022-12-16 00:00:00+05:30,2571.0,2618.800048828125,2558.14990234375,2565.60009765625,7308934,0.0,0.0
2022-12-19 00:00:00+05:30,2581.0,2604.0,2566.699951171875,2599.300048828125,3567363,0.0,0.0
2022-12-20 00:00:00+05:30,2583.89990234375,2626.0,2566.0,2621.800048828125,3446291,0.0,0.0
2022-12-21 00:00:00+05:30,2621.0,2633.0,2576.10009765625,2584.5,3935463,0.0,0.0
2022-12-22 00:00:00+05:30,2598.0,2604.64990234375,2566.75,2577.800048828125,3438692,0.0,0.0
2022-12-23 00:00:00+05:30,2563.300048828125,2590.5,2492.25,2502.199951171875,4733657,0.0,0.0
2022-12-26 00:00:00+05:30,2514.75,2542.0,2492.39990234375,2524.050048828125,2764496,0.0,0.0
2022-12-27 00:00:00+05:30,2530.0,2548.800048828125,2515.25,2544.699951171875,2659749,0.0,0.0
2022-12-28 00:00:00+05:30,2538.0,2549.800048828125,2521.5,2544.449951171875,3442509,0.0,0.0
2022-12-29 00:00:00+05:30,2527.0,2548.89990234375,2525.5,2543.300048828125,3198493,0.0,0.0
2022-12-30 00:00:00+05:30,2545.10009765625,2577.0,2541.10009765625,2547.199951171875,3364092,0.0,0.0
2023-01-02 00:00:00+05:30,2550.0,2579.0,2548.199951171875,2575.89990234375,2453414,0.0,0.0
2023-01-03 00:00:00+05:30,2565.050048828125,2573.0,2547.800048828125,2557.050048828125,3534596,0.0,0.0
2023-01-04 00:00:00+05:30,2557.0,2561.050048828125,2514.0,2518.550048828125,4275746,0.0,0.0
2023-01-05 00:00:00+05:30,2523.5,2536.39990234375,2504.0,2514.050048828125,6293519,0.0,0.0
2023-01-06 00:00:00+05:30,2526.64990234375,2547.949951171875,2518.300048828125,2536.89990234375,2930338,0.0,0.0
2023-01-09 00:00:00+05:30,2545.300048828125,2602.0,2543.35009765625,2596.800048828125,4948549,0.0,0.0
2023-01-10 00:00:00+05:30,2606.0,2606.0,2546.0,2558.39990234375,3713755,0.0,0.0
2023-01-11 00:00:00+05:30,2552.5,2558.0,2521.10009765625,2526.14990234375,5311657,0.0,0.0
2023-01-12 00:00:00+05:30,2524.85009765625,2532.5,2465.0,2471.60009765625,8163366,0.0,0.0
2023-01-13 00:00:00+05:30,2458.39990234375,2472.89990234375,2434.60009765625,2467.60009765625,9515473,0.0,0.0
2023-01-16 00:00:00+05:30,2472.699951171875,2479.64990234375,2427.0,2444.10009765625,6287407,0.0,0.0
2023-01-17 00:00:00+05:30,2458.0,2483.0,2450.60009765625,2478.800048828125,4961585,0.0,0.0
2023-01-18 00:00:00+05:30,2473.5,2491.10009765625,2460.35009765625,2474.699951171875,6206382,0.0,0.0
2023-01-19 00:00:00+05:30,2472.89990234375,2481.14990234375,2456.64990234375,2472.050048828125,5510333,0.0,0.0
2023-01-20 00:00:00+05:30,2475.0,2475.0,2437.25,2442.64990234375,6890325,0.0,0.0
2023-01-23 00:00:00+05:30,2449.0,2466.199951171875,2425.0,2430.300048828125,5055324,0.0,0.0
2023-01-24 00:00:00+05:30,2440.0,2443.64990234375,2387.35009765625,2415.949951171875,7609558,0.0,0.0
2023-01-25 00:00:00+05:30,2412.449951171875,2414.699951171875,2380.0,2382.550048828125,5715684,0.0,0.0
2023-01-27 00:00:00+05:30,2384.39990234375,2387.35009765625,2311.64990234375,2337.35009765625,11920991,0.0,0.0
2023-01-30 00:00:00+05:30,2331.699951171875,2371.89990234375,2301.0,2359.75,10047822,0.0,0.0
2023-01-31 00:00:00+05:30,2382.0,2387.64990234375,2341.0,2353.85009765625,10472167,0.0,0.0
2023-02-01 00:00:00+05:30,2379.949951171875,2379.949951171875,2305.0,2339.89990234375,8929007,0.0,0.0
2023-02-02 00:00:00+05:30,2318.0,2348.0,2311.0,2326.949951171875,6305317,0.0,0.0
2023-02-03 00:00:00+05:30,2349.0,2349.0,2293.0,2329.0,11398850,0.0,0.0
2023-02-06 00:00:00+05:30,2315.0,2321.0,2305.800048828125,2311.449951171875,6847679,0.0,0.0
2023-02-07 00:00:00+05:30,2312.0,2327.39990234375,2293.0,2305.89990234375,6985001,0.0,0.0
2023-02-08 00:00:00+05:30,2313.0,2359.89990234375,2307.0,2351.949951171875,9765490,0.0,0.0
2023-02-09 00:00:00+05:30,2353.449951171875,2370.85009765625,2334.0,2356.050048828125,6079228,0.0,0.0
2023-02-10 00:00:00+05:30,2354.89990234375,2354.89990234375,2321.300048828125,2336.64990234375,4979789,0.0,0.0
2023-02-13 00:00:00+05:30,2340.199951171875,2350.0,2313.550048828125,2323.35009765625,4777674,0.0,0.0
2023-02-14 00:00:00+05:30,2329.949951171875,2381.89990234375,2323.64990234375,2378.10009765625,6609564,0.0,0.0
2023-02-15 00:00:00+05:30,2376.0,2437.199951171875,2373.0,2431.949951171875,15461902,0.0,0.0
2023-02-16 00:00:00+05:30,2449.449951171875,2463.800048828125,2425.050048828125,2430.050048828125,7967558,0.0,0.0
2023-02-17 00:00:00+05:30,2420.0,2447.5,2410.60009765625,2440.199951171875,5450092,0.0,0.0
2023-02-20 00:00:00+05:30,2445.0,2449.75,2410.10009765625,2414.39990234375,4078245,0.0,0.0
2023-02-21 00:00:00+05:30,2424.0,2446.800048828125,2412.35009765625,2434.10009765625,6143298,0.0,0.0
2023-02-22 00:00:00+05:30,2425.949951171875,2430.0,2375.050048828125,2378.89990234375,5087729,0.0,0.0
2023-02-23 00:00:00+05:30,2378.0,2394.75,2361.35009765625,2367.5,4546655,0.0,0.0
2023-02-24 00:00:00+05:30,2372.0,2396.14990234375,2368.0,2383.699951171875,4353814,0.0,0.0
2023-02-27 00:00:00+05:30,2382.0,2389.64990234375,2351.699951171875,2367.85009765625,5168667,0.0,0.0
2023-02-28 00:00:00+05:30,2356.10009765625,2367.0,2313.64990234375,2322.550048828125,10150245,0.0,0.0
2023-03-01 00:00:00+05:30,2344.0,2345.5,2323.25,2343.89990234375,5330852,0.0,0.0
2023-03-02 00:00:00+05:30,2337.0,2351.64990234375,2321.60009765625,2326.050048828125,4307425,0.0,0.0
2023-03-03 00:00:00+05:30,2349.14990234375,2393.449951171875,2341.550048828125,2385.39990234375,6758115,0.0,0.0
2023-03-06 00:00:00+05:30,2400.0,2424.60009765625,2400.0,2408.699951171875,4694338,0.0,0.0
2023-03-08 00:00:00+05:30,2408.699951171875,2419.0,2385.0,2417.35009765625,7283694,0.0,0.0
2023-03-09 00:00:00+05:30,2416.0,2416.89990234375,2355.10009765625,2359.25,7492509,0.0,0.0
2023-03-10 00:00:00+05:30,2341.5,2344.0,2315.050048828125,2322.699951171875,6153681,0.0,0.0
